uplift,horizon_months,threshold,decision,selected,selected_percent,actual_precision,actual_recall,expected_churn_probability_sum,expected_prevented_churn,campaign_cost,expected_benefit,expected_net,roi
0.1,12,1.1965811965811965,never_profitable,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,24,0.5982905982905983,run_campaign,190,0.13484740951029098,0.7105263157894737,0.3609625668449198,130.64427441777286,13.064427441777287,5320.0,6114.152042751771,794.1520427517708,0.14927669976537045
0.1,36,0.39886039886039887,run_campaign,415,0.2945351312987935,0.5927710843373494,0.6577540106951871,243.60897617629382,24.360897617629384,11620.0,17101.350127575828,5481.350127575828,0.47171687844886645
0.15,12,0.7977207977207977,run_campaign,2,0.0014194464158978,1.0,0.0053475935828877,1.639385624451786,0.24590784366776788,56.0,57.54243541825769,1.5424354182576892,0.027543489611744448
0.15,24,0.39886039886039887,run_campaign,415,0.2945351312987935,0.5927710843373494,0.6577540106951871,243.60897617629382,36.54134642644407,11620.0,17101.350127575828,5481.350127575828,0.47171687844886645
0.15,36,0.26590693257359926,run_campaign,579,0.41092973740241306,0.5233160621761658,0.8101604278074866,298.22340985432436,44.73351147814865,16212.0,31402.925057660355,15190.925057660355,0.9370173363965183
0.25,12,0.47863247863247865,run_campaign,329,0.23349893541518807,0.6322188449848024,0.5561497326203209,205.87424300691717,51.46856075172929,9212.0,12043.643215904654,2831.6432159046544,0.30738636733658864
0.25,24,0.23931623931623933,run_campaign,617,0.43789921930447123,0.5105348460291734,0.8422459893048129,307.80861584875595,76.95215396218899,17276.0,36013.608054304445,18737.608054304445,1.0846033835554785
0.25,36,0.15954415954415954,run_campaign,768,0.5450674237047551,0.4505208333333333,0.9251336898395722,337.15393449695136,84.28848362423784,21504.0,59170.51550421496,37666.51550421496,1.7516050736707107
